name,total_mass_source_upper,redshift_upper,p_astro_lower,chirp_mass_source_upper,mass_1_source_upper,commonName,chi_eff_upper,far_lower,catalog.shortName,far_upper,total_mass_source_lower,network_matched_filter_snr_lower,mass_1_source_lower,reference,version,jsonurl,final_mass_source_lower,redshift,final_mass_source,chirp_mass,total_mass_source,mass_1_source,GPS,chi_eff_lower,network_matched_filter_snr,far,final_mass_source_upper,mass_2_source,p_astro_upper,luminosity_distance,chirp_mass_lower,chirp_mass_upper,network_matched_filter_snr_upper,luminosity_distance_upper,chirp_mass_source_lower,redshift_lower,mass_2_source_upper,luminosity_distance_lower,mass_2_source_lower,chirp_mass_source,p_astro,chi_eff
blind_injection-v1,,,,,,blind_injection,,,Initial_LIGO_Virgo,,,,,https://www.ligo.org/scientists/GW100916/index.php,1,https://gwosc.org/eventapi/json/Initial_LIGO_Virgo/blind_injection/v1,,,,,,,968654557.9,,,,,,,,,,,,,,,,,,,
GRB051103-v1,,,,,,GRB051103,,,Initial_LIGO_Virgo,,,,,https://www.ligo.org/scientists/GRB051103/index.php,1,https://gwosc.org/eventapi/json/Initial_LIGO_Virgo/GRB051103/v1,,,,,,,815043278.0,,,,,,,,,,,,,,,,,,,
