chirp_mass,false_alarm_rate,combined_far,mass1,mass2,snr,spin1z,spin2z,Gamma0,Gamma1,end_time,template_duration,chisq,likelihood,sigmasq,coalescence_phase,bank_chisq,eventid
38.75800636067836,0.008081394046967777,1.529478642940115e-09,70.349213,29.247704,6.6903648,-0.17015626,-0.17015626,1805247.0,915.0,1380810339,17.0,0.8674708,18.15654975755639,1065723922.695806,-2.9232991,0.94782567,S231008ap
33.39608805049227,0.01053528715109709,2.045329292021977e-09,36.045074,40.860004,6.3391204,-0.13921875,-0.13921875,1803325.0,911.0,1380532567,17.0,0.99216294,17.73007266899114,1047073443.758794,-1.1543536,1.2184508,S231005ah
93.0168319607521,0.1540848969511113,3.215669772696963e-08,106.84828,106.84828,5.9584279,-0.7734375,-0.7734375,1813882.0,918.0,1380507048,33.0,0.77843153,15.22095589177671,3042834930.904006,-0.068327323,0.59457886,S231005j
32.30295908920591,0.02475861509605535,4.96572849137221e-09,137.30063,12.678712,7.5234213,0.10828125,0.10828125,1802816.0,912.0,1380204158,17.0,1.2587578,17.15005743243055,251320619.7723547,-2.9381599,1.4424198,S231001aq
41.08604501884961,0.0365361390295277,7.380467672223296e-09,54.746231,40.860004,5.923171,-0.077343747,-0.077343747,1806044.0,914.0,1380107268,17.0,0.94293034,16.2466955368979,1417229471.36365,2.8490059,0.90908527,S230930al
54.93788986925568,0.0,9.502637526731553e-10,95.854675,42.877823,7.1856537,0.40316722,0.40316722,31743.0,NaN,1379973525,0.2064174163789612,0.8978079,0.0,2600070144.0,0.61659735,NaN,S230928cb
20.13102319742914,0.0,3.167545842243851e-10,27.153339,19.791698,16.292339,0.048577432,0.048577432,45630.0,NaN,1379864330,1.080085236629592,1.1647307,0.0,573190208.0,2.998215,NaN,S230927be
41.2567138671875,0.0,1.07500195412058e-08,59.432453,38.159775,8.7957602,0.015339163,0.096945636,0.0,0.0,1379824667,0.9174291150303979,0.97294867,0.0,0.0,1.4421072,0.0,S230927l
30.0128382717933,0.0,3.167545842243851e-10,38.549595,30.907524,8.7205696,-0.066434823,-0.066434823,31559.0,NaN,1379594711,0.492545326507826,1.2566969,0.0,1045131904.0,-1.770143,NaN,S230924an
31.82500935601505,0.0,3.607753495191586e-10,154.34235,11.374117,9.5232162,-0.12115188,-0.12115188,132445.0,NaN,1379390836,0.1808101708697376,1.1328068,0.0,192766928.0,0.64144921,NaN,S230922q
